"179","斗南鎮","2014","1639918","822651","1104519","822651"
"180","新化區","2014","1266471","1755631","1556590","1755631"
"181","新園鄉","2014","347149","288247","309363","288247"
"182","新城鄉","2014","1040441","800965","1311968","800965"
"183","新埔鎮","2014","1031415","251509","206389","251509"
"184","新埤鄉","2014","73560","65739","54055","65739"
"186","新屋區","2014","3391703","1521818","2027430","1521818"
"188","新市區","2014","2374893","1331149","1423089","1331149"
"189","新店區","2014","236125923","73272750","79072278","73272750"
"190","新港鄉","2014","295211","452481","833848","452481"
"191","新營區","2014","7268253","5283729","6091470","5283729"
"192","新社區","2014","159006","64062","218017","64062"
"193","新興區","2014","1550472","1427504","1437214","1427504"
"194","新莊區","2014","108100874","97717382","121310651","97717382"
"195","新豐鄉","2014","3861849","1912178","3115575","1912178"
"196","旗山區","2014","639130","673591","351659","673591"
"197","旗津區","2014","231360","213327","812136","213327"
"200","春日鄉","2014","0","0","0","0"
"202","暖暖區","2014","6122772","7497526","7534278","7497526"
"203","望安鄉","2014","0","0","0","0"
"204","朴子市","2014","2702552","6473797","2436521","6473797"
"206","杉林區","2014","0","0","0","0"
"208","東勢區","2014","4857550","2366959","2182351","2366959"
"209","東勢鄉","2014","0","0","0","0"
"210","東區","2014","48611184","37895154","34807563","37895154"
