432,14,강남구
433,8,강동구
434,9,강북구
435,10,강서구
436,9,관악구
437,9,광진구
438,8,구로구
439,5,금천구
440,8,노원구
441,8,도봉구
442,11,동대문구
443,7,동작구
444,8,마포구
445,8,서대문구
446,11,서초구
447,9,성동구
448,9,성북구
449,10,송파구
450,8,양천구
451,10,영등포구
452,8,용산구
453,9,은평구
454,20,종로구
455,15,중구
456,8,중랑구
