454,5369,13,7850
455,5912,4,8148
452,7005,12,10628
448,7439,15,10739
442,6440,25,8506
447,6431,17,9131
441,4245,9,5942
453,5645,12,8079
445,5308,8,7587
444,10405,8,15738
435,10793,12,15811
438,7539,12,10975
451,11431,22,17257
443,7130,20,10384
436,7467,11,10486
432,20997,19,30682
433,7087,19,10226
449,12670,23,18423
446,16796,21,25769
450,8699,13,12647
456,5796,6,8139
440,7531,11,11046
437,6362,16,9009
434,4291,9,5970
439,5525,6,8192
